"id","created_by","created_date","is_active","last_updated_by","updated_date","application_number","application_status","approval_remarks","approved_date","payment_verification_status","process","remarks","submission_date","annual_report_master_detail_id","company_id","office_id","annualreportmasterdetail_id","amount_selection_remarks","discount","fine_amount","last_completed_annual_report_fiscal_year","revenue_amount","payment_status"
3334,171320,"2025-08-31 16:05:20.039",True,0,"2026-01-16 11:47:29.626","82/83-140-101052386","APPROVED",NULL,"2025-12-17 11:12:54.384",NULL,NULL,"","2025-12-16 12:28:59.195",NULL,105533,17,NULL,"कुल जरिवाना रकम: रु ५०००००.०० चूक्ता पुँजीको ०.५ रु.( १३९४८००.०० ) % : रु २५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २५००.०० भुक्तानी गर्नुपर्नेछ।","1392300","1394800","{
  ""companyId"" : 105533,
  ""registrationDate"" : {
    ""englishDate"" : ""2010-05-20 00:00:00.0"",
    ""nepaliDate"" : ""2010-05-20 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""65/66"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3751,429758,"2025-12-05 19:13:42.654",True,615489,"2026-01-21 13:02:39.791","82/83-140-101190217","APPROVED",NULL,"2025-12-15 15:07:31.19","PAYMENT_VERIFIED",NULL,"","2025-12-14 11:56:55.016",NULL,268931,17,NULL,"कुल जरिवाना रकम: रु ४००००००.०० चूक्ता पुँजीको ०.५ रु.( ०.०० ) % : रु २००००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ०.०० भुक्तानी गर्नुपर्नेछ।","0","0","{
  ""companyId"" : 388968,
  ""registrationDate"" : {
    ""englishDate"" : ""2024-01-31 00:00:00.0"",
    ""nepaliDate"" : ""2080-10-17""
  },
  ""applicationNumber"" : 2118632,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""80-81"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 695983,
    ""subject"" : ""कम्पनी अध्यावधिक र शेयरलगतको जानकारी सम्बन्धमा।"",
    ""content"" : ""        त्यस कम्पनीले कम्पनी ऐन, २०६३ बमोजिम यस कार्यालयमा पेश गर्नु पर्ने आ.व. ०८०/०८१ सम्मका विवरणहरु पेश गरेको हुनाले सो आ.व. सम्मका विवरणहरु अध्यावधिक रहेको र त्यस कम्पनीको मिति २०८१।०६।१० को सञ्चालक समितिको निर्णय बमोजिम शेयरधनी दर्ता किताव सम्बन्धी कागजातहरुको सम्पूर्ण कानूनी दायित्व कम्पनीका पदाधिकारीहरुले बहन गर्ने गरी तयार गरेको शेयरधनी लगत यस कार्यालयमा प्राप्त भएको जानकारी गराइन्छ। साथै सो शेयरधनी दर्ता कितावको १ प्रति यसैसाथ संलग्न राखी पठाइएको व्यहोरा मिति २०८१।०८।२५ को निर्णयानुसार जानकारी गराइन्छ।"",
    ""fiscalYear"" : ""81/82"",
    ""letterIssuedDate"" : ""२०८१-०८-२५""
  }
}","0","NOT_APPLICABLE"
1890,210185,"2025-07-09 16:54:17.531",True,614080,"2025-11-13 11:00:05.364","81/82-140-100896361","APPROVED",NULL,"2025-11-13 10:43:38.544","PAYMENT_VERIFIED",NULL,"","2025-07-13 13:00:58.445",NULL,158074,17,NULL,"कुल जरिवाना रकम: रु ५००००००.०० चूक्ता पुँजीको ०.५ रु.( ३०५८००.०० ) % : रु २५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २५०००.०० भुक्तानी गर्नुपर्नेछ।","280800","305800","{
  ""companyId"" : 158074,
  ""registrationDate"" : {
    ""englishDate"" : ""2019-09-30 00:00:00.0"",
    ""nepaliDate"" : ""2019-09-30 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""75/76"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1469,117655,"2025-06-20 13:59:40.22",True,602233,"2025-09-17 20:00:47.092","81/82-140-100836999","APPROVED",NULL,"2025-09-16 12:33:41.516","PAYMENT_VERIFIED",NULL,"","2025-06-30 22:59:22.962",NULL,41091,17,NULL,"कुल जरिवाना रकम: रुपैयाँ ५००००००.०० 
 चूक्ता पुँजीको ०.५ Rs.( ५८८०००.०० ) % : रुपैयाँ २५०००.०० 
 विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रुपैयाँ २५०००.०० भुक्तानी गर्नुपर्नेछ।","563000","588000","{
  ""companyId"" : 41091,
  ""registrationDate"" : {
    ""englishDate"" : ""2017-11-26 00:00:00.0"",
    ""nepaliDate"" : ""2017-11-26 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""73/74"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3854,214856,"2025-12-17 23:57:29.716",True,606699,"2026-01-02 14:00:19.948","82/83-140-101218438","APPROVED",NULL,"2025-12-29 11:44:34.182","PAYMENT_VERIFIED",NULL,"","2025-12-18 00:41:18.763",NULL,161113,17,NULL,"कुल जरिवाना रकम: रु १०००००.०० चूक्ता पुँजीको ०.५ रु.( ४०८०००.०० ) % : रु ५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ५००.०० भुक्तानी गर्नुपर्नेछ।","407500","408000","{
  ""companyId"" : 161113,
  ""registrationDate"" : {
    ""englishDate"" : ""2017-05-04 00:00:00.0"",
    ""nepaliDate"" : ""2017-05-04 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""72/73"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3294,151332,"2025-08-25 17:37:39.742",True,615489,"2025-12-10 14:49:25.686","82/83-140-101042959","APPROVED",NULL,"2025-12-08 15:38:39.884","PAYMENT_VERIFIED",NULL,"","2025-08-27 14:54:58.995",NULL,90413,17,NULL,"कुल जरिवाना रकम: रु २५०००००.०० चूक्ता पुँजीको ०.५ रु.( १६२०००.०० ) % : रु १२५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु १२५००.०० भुक्तानी गर्नुपर्नेछ।","149500","162000","{
  ""companyId"" : 90413,
  ""registrationDate"" : {
    ""englishDate"" : ""2019-12-24 00:00:00.0"",
    ""nepaliDate"" : ""2019-12-24 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""75/76"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3797,592517,"2025-12-10 18:26:53.182",True,609088,"2026-01-08 09:41:37.192","82/83-140-101200943","APPROVED",NULL,"2026-01-07 16:05:04.107","PAYMENT_VERIFIED",NULL,"","2026-01-06 09:43:36.445",NULL,311663,17,NULL,"कुल जरिवाना रकम: रु ४००००००.०० चूक्ता पुँजीको ०.५ रु.( १०४३७०००.०० ) % : रु २००००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २००००.०० भुक्तानी गर्नुपर्नेछ।","10417000","10437000","{
  ""companyId"" : 311663,
  ""registrationDate"" : {
    ""englishDate"" : ""1994-05-26 00:00:00.0"",
    ""nepaliDate"" : ""1994-05-26 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""49/50"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
3546,95285,"2025-10-31 16:48:49.988",True,0,"2026-01-16 15:56:49.885","82/83-140-101121882","APPROVED",NULL,"2025-11-14 12:23:31.195","PAYMENT_VERIFIED",NULL,"","2025-10-31 17:19:06.511",NULL,143235,17,NULL,"कुल जरिवाना रकम: रु २५०००००.०० चूक्ता पुँजीको ०.५ रु.( १९४१००.०० ) % : रु १२५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु १२५००.०० भुक्तानी गर्नुपर्नेछ।","181600","194100","{
  ""companyId"" : 160852,
  ""registrationDate"" : {
    ""englishDate"" : ""2015-08-12 00:00:00.0"",
    ""nepaliDate"" : ""2072-04-27""
  },
  ""applicationNumber"" : 1071708,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""75-76"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 310237,
    ""subject"" : ""कम्पनी अध्यावधिक, शेयरलगतको जानकारी तथा नियमावली संशोधन अभिलेख बारे ।"",
    ""content"" : ""\tत्यस कम्पनीले मिति २०७७/०४/२७ मा पेश गरेको निवेदन उपर कारवाही हुँदा उक्त कम्पनीले कम्पनी ऐन, २०६३ बमोजिम पेश गर्नु पर्ने आ.व. ०७५/०७६ सम्मको बिवरणहरु पेश गरेको हुनाले उक्त आ.व.सम्मका बिवरणहरु अध्यावधिक रहेको, त्यस कम्पनीको मिति २०७७।०३।२१ को सञ्चालक समितिको निर्णय बमोजिम शेयरधनी दर्ता किताव सम्बन्धी कागजातहरुको सम्पूर्ण कानूनी दायित्व कम्पनीका पदाधिकारीहरुले बहन गर्ने गरी तयार गरेको शेयरधनी लगत यस कार्यालयमा प्राप्त भएको जानकारी गराइन्छ। साथै मिति २०७७/०३/३० मा सम्पन्न विशेष साधारण सभाको निर्णय बमोजिम कम्पनीको नियमावलीको नियम २८(३)(क) मा भएको संशोधनलाई सम्वन्धित निकायको स्वीकृत लिनु पर्ने भए लिई कार्यान्वयन गर्ने शर्तमा सोको अभिलेख गरी अभिलेखित नियमावली र प्राप्त शेयरलगतको १/१ प्रति यसैसाथ संलग्न राखी पठाएको व्यहोरा मिति २०७७/०४/३० को निर्णयानुसार जानकारी गराइन्छ।\r\n\r\n\r\n"",
    ""fiscalYear"" : ""77/78"",
    ""letterIssuedDate"" : ""२०७७-०४-३०""
  }
}","0","NOT_APPLICABLE"
566,564308,"2025-05-04 15:16:02.022",True,615489,"2025-12-08 10:35:35.778","81/82-140-100750014","APPROVED",NULL,"2025-10-16 13:50:20.641","PAYMENT_VERIFIED",NULL,"","2025-06-22 12:03:45.18",NULL,302410,17,NULL,"कुल जरिवाना रकम: रु ८००००.०० चूक्ता पुँजीको ०.५ रु.( २५३३८००.०० ) % : रु ४००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु ४००.०० भुक्तानी गर्नुपर्नेछ।","2533400","2533800","{
  ""companyId"" : 302410,
  ""registrationDate"" : {
    ""englishDate"" : ""2004-02-10 00:00:00.0"",
    ""nepaliDate"" : ""2004-02-10 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""59/60"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","PENDING"
3491,591880,"2025-10-15 15:04:54.06",True,606699,"2025-10-16 13:04:48.822","82/83-140-101107539","APPROVED",NULL,"2025-10-16 12:45:42.4","PAYMENT_VERIFIED",NULL,"","2025-10-15 15:42:34.457",NULL,311338,17,NULL,"कुल जरिवाना रकम: रु ५०००००.०० चूक्ता पुँजीको ०.५ रु.( १३६०६००.०० ) % : रु २५००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २५००.०० भुक्तानी गर्नुपर्नेछ।","1358100","1360600","{
  ""companyId"" : 311338,
  ""registrationDate"" : {
    ""englishDate"" : ""2009-02-03 00:00:00.0"",
    ""nepaliDate"" : ""2009-02-03 00:00:00.0""
  },
  ""applicationNumber"" : null,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""64/65"",
  ""lastCompleted"" : null,
  ""entryType"" : ""REG_DATE"",
  ""oldLetterResponseDto"" : null
}","0","NOT_APPLICABLE"
1741,300943,"2025-07-02 21:08:06.967",True,602233,"2025-09-21 16:54:32.828","81/82-140-100869918","APPROVED",NULL,"2025-09-21 16:34:17.336","PAYMENT_VERIFIED",NULL,"","2025-09-21 15:54:57.802",NULL,229105,17,NULL,"कुल जरिवाना रकम: रु ५००००००.०० चूक्ता पुँजीको ०.५ रु.( ४३३४००.०० ) % : रु २५०००.०० विशेष दर्ता खारेजी (१३६क) अनुसार, तपाईले रु २५०००.०० भुक्तानी गर्नुपर्नेछ।","408400","433400","{
  ""companyId"" : 210107,
  ""registrationDate"" : {
    ""englishDate"" : ""2017-12-22 00:00:00.0"",
    ""nepaliDate"" : ""2074-09-07""
  },
  ""applicationNumber"" : 866722,
  ""annualReportMasterDetailId"" : null,
  ""lastCompletedFiscalYear"" : ""74-75"",
  ""lastCompleted"" : null,
  ""entryType"" : ""CRO"",
  ""oldLetterResponseDto"" : {
    ""id"" : 247123,
    ""subject"" : "" शेयर लगत पेश भएको पत्र प्रदान गरिएको र संचालक लगत पेश भएको पत्र प्रदान गरिएको सम्बन्धमा ।"",
    ""content"" : ""त्यस कम्पनीले मिति २०७५/१२/३० मा पेश गरेको निवेदन उपर कारबाही हुँदा त्यस कम्पनीको मिति २०७५/१०/११ को संचालक समितिको बैठकको निर्णयानुसार कम्पनी ऐन, २०६३ को दफा ३१ बमोजिम यस  कार्यालयमा पेश गरेको कम्पनी ऐन, २०६३ को दफा ४६ बमोजिम तयार शेयरधनी दर्ता किताव प्राप्त भएकोले सो बमोजिम भए गरेका काम कारबाहीको उत्तरदायित्व र जिम्मेवारी कम्पनी र कम्पनीका सञ्चालकहरुको रहने गरी सो शेयरधनी दर्ता किताब अभिलेख गरिएको र मिति २०७५/०९/३० विशेष/वार्षिक साधारण सभाको निर्णयानुसार कम्पनी ऐन, २०६३ को दफा १०७ बमोजिम तयार सञ्चालक दर्ता किताब यस कार्यालयमा प्राप्त भएकोले सो बमोजिम भए गरेक काम कारबाहीको उत्तरदायित्व र जिम्मेवारी कम्पनीका सञ्चालकहरुको रहने गरी सो सञ्चाल दर्ता किताब अभिलेख गरी सोको १/१ प्रति यसैसाथ संलग्न राखी पठाइएको व्यहोरा मिति २०७६/०१/३१ को निर्णयानुसार जानकारी गराइन्छ ।\r\n\r\n"",
    ""fiscalYear"" : ""75/76"",
    ""letterIssuedDate"" : ""२०७६-०२-०६""
  }
}","0","NOT_APPLICABLE"
